data,hora,municipio,causa_acidente,tipo_acidente,latitude,longitude
2019-01-19,15:00:00,ANGRA DOS REIS,Condutor Dormindo,Saída de leito carroçável,-23.00770023,-44.23267365
2019-08-30,16:20:00,DUQUE DE CAXIAS,Condutor Dormindo,Saída de leito carroçável,-22.56877,-43.27694
2019-12-03,15:00:00,SILVA JARDIM,Condutor Dormindo,Saída de leito carroçável,-22.50769,-42.29165
2020-05-24,19:55:00,TANGUA,Pista Escorregadia,Saída de leito carroçável,-22.73943906,-42.748279
2020-07-03,01:45:00,CAMPOS DOS GOYTACAZES,Pista Escorregadia,Saída de leito carroçável,-21.69613303,-41.36022556
2020-10-09,09:50:00,ITATIAIA,Mal Súbito,Saída de leito carroçável,-22.48651176,-44.56777851
2020-10-09,21:15:00,MAGE,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,-22.65705297,-43.061742
2020-10-25,19:50:00,CAMPOS DOS GOYTACAZES,Pista Escorregadia,Saída de leito carroçável,-21.77186768,-41.35705017
2020-11-20,22:00:00,PETROPOLIS,Pista Escorregadia,Saída de leito carroçável,-22.47224973,-43.22332717
2020-12-25,19:15:00,DUQUE DE CAXIAS,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,-22.672089,-43.285053
2018-01-04,07:00:00,CASIMIRO DE ABREU,Pista Escorregadia,Saída de leito carroçável,-22.49309856,-42.11258993
2018-10-18,00:50:00,CAMPOS DOS GOYTACAZES,Condutor Dormindo,Saída de leito carroçável,-22.010393,-41.668556
2018-10-26,16:50:00,CAMPOS DOS GOYTACAZES,Condutor Dormindo,Saída de leito carroçável,-21.6854923,-41.3560286
2018-11-20,13:25:00,ITALVA,Pista Escorregadia,Saída de leito carroçável,-21.356379,-41.708946
2019-07-05,14:30:00,AREAL,Pista Escorregadia,Saída de leito carroçável,-22.24771,-43.10582
2020-02-25,19:57:00,CASIMIRO DE ABREU,Mal Súbito,Saída de leito carroçável,-22.43520581,-42.04301228
2020-03-01,09:40:00,SAPUCAIA,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,-21.88390632,-42.69122422
2020-04-05,05:40:00,SAO GONCALO,Condutor Dormindo,Saída de leito carroçável,-22.78702832,-42.99589293
2020-12-12,05:15:00,TANGUA,Condutor Dormindo,Saída de leito carroçável,-22.74024136,-42.75799897
2018-02-12,19:10:00,PARATY,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,-23.26153417,-44.69718933
2018-09-18,08:30:00,JAPERI,Condutor Dormindo,Saída de leito carroçável,-22.68783498,-43.68146896
2018-10-07,05:30:00,CARDOSO MOREIRA,Ingestão de Álcool,Saída de leito carroçável,-21.517906,-41.548496
2019-03-20,08:00:00,SEROPEDICA,Desobediência às normas de trânsito pelo condutor,Saída de leito carroçável,-22.71539,-43.70396
2019-07-18,23:50:00,DUQUE DE CAXIAS,Condutor Dormindo,Saída de leito carroçável,-22.71854,-43.28993
2019-07-19,08:00:00,ITABORAI,Mal Súbito,Saída de leito carroçável,-22.76038,-42.87856
2019-08-24,07:00:00,SEROPEDICA,Condutor Dormindo,Saída de leito carroçável,-22.7689,-43.74035
2019-09-28,14:10:00,CAMPOS DOS GOYTACAZES,Ingestão de Álcool,Saída de leito carroçável,-22.0352,-41.69373
2019-11-02,06:30:00,TRES RIOS,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Saída de leito carroçável,-22.07931,-43.18071
2019-11-13,09:58:00,PETROPOLIS,Pista Escorregadia,Saída de leito carroçável,-22.52146,-43.23708
2020-08-24,03:50:00,DUQUE DE CAXIAS,Velocidade Incompatível,Saída de leito carroçável,-22.72756999,-43.2891609
2020-11-05,15:30:00,DUQUE DE CAXIAS,Velocidade Incompatível,Saída de leito carroçável,-22.57356181,-43.27802893
2018-02-05,11:30:00,PETROPOLIS,Velocidade Incompatível,Saída de leito carroçável,-22.5344758,-43.2186376
2018-12-08,07:00:00,PETROPOLIS,Velocidade Incompatível,Saída de leito carroçável,-22.5555,-43.2331
2018-12-31,18:50:00,PETROPOLIS,Velocidade Incompatível,Saída de leito carroçável,-22.31,-43.1312
2019-08-03,16:30:00,TRES RIOS,Velocidade Incompatível,Saída de leito carroçável,-22.08607,-43.05495
2019-11-06,14:15:00,ANGRA DOS REIS,Velocidade Incompatível,Saída de leito carroçável,-23.00722,-44.22359
2019-12-08,20:45:00,PETROPOLIS,Velocidade Incompatível,Saída de leito carroçável,-22.48486,-43.22843
2019-12-24,06:40:00,ANGRA DOS REIS,Velocidade Incompatível,Saída de leito carroçável,-23.01795,-44.21352
2020-02-16,12:15:00,BARRA MANSA,Pista Escorregadia,Tombamento,-22.45153554,-44.34627905
2020-05-02,05:50:00,PORTO REAL,Condutor Dormindo,Colisão com objeto estático,-22.472341020000002,-44.27715902
2020-05-10,13:20:00,BARRA MANSA,Velocidade Incompatível,Colisão com objeto estático,-22.56100142,-44.13833993
2020-06-15,20:35:00,SAO JOAO DE MERITI,Pista Escorregadia,Queda de ocupante de veículo,-22.819969,-43.31499997
2020-07-11,02:30:00,TERESOPOLIS,Desobediência às normas de trânsito pelo condutor,Tombamento,-22.133427,-42.779522
2020-07-17,08:30:00,NOVA IGUACU,Velocidade Incompatível,Capotamento,-22.74647215,-43.44594311
2020-08-08,11:00:00,ITATIAIA,Condutor Dormindo,Colisão com objeto estático,-22.45923593,-44.434776
2020-09-20,18:50:00,NOVA IGUACU,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Colisão com objeto estático,-22.7567755,-43.43107234
2020-11-01,18:20:00,NOVA IGUACU,Falta de Atenção do Pedestre,Saída de leito carroçável,-22.74671922,-43.44599247
2020-11-25,18:30:00,NOVA IGUACU,Mal Súbito,Queda de ocupante de veículo,-22.73882327,-43.48011017
2020-12-06,07:00:00,RIO DE JANEIRO,Pista Escorregadia,Colisão com objeto estático,-22.81113183,-43.3336729
2020-10-19,23:08:00,SAO JOAO DE MERITI,Animais na Pista,Atropelamento de Animal,-22.78617231,-43.37808967
2018-01-22,21:20:00,NOVA IGUACU,Pista Escorregadia,Tombamento,-22.78974544,-43.37188753
2018-04-07,13:30:00,PIRAI,Defeito Mecânico no Veículo,Colisão com objeto estático,-22.679905,-43.814217
2018-04-10,13:45:00,NOVA IGUACU,Mal Súbito,Colisão com objeto estático,-22.73791293,-43.48576427
2018-08-05,00:34:00,BARRA MANSA,Ultrapassagem Indevida,Tombamento,-22.51731427,-44.20864105
2018-08-07,19:00:00,SAO JOAO DE MERITI,Não guardar distância de segurança,Queda de ocupante de veículo,-22.80118681,-43.35273743
2018-09-11,09:00:00,RESENDE,Mal Súbito,Colisão com objeto estático,-22.4598402,-44.45428848
2018-11-15,07:00:00,ITATIAIA,Condutor Dormindo,Capotamento,-22.465601,-44.491028
2018-12-09,11:30:00,BARRA MANSA,Ingestão de Álcool,Capotamento,-22.56089558,-44.13946152
2019-01-04,13:20:00,PIRAI,Defeito na Via,Colisão com objeto estático,-22.64609597,-43.89561653
2019-01-20,04:20:00,RIO DE JANEIRO,Animais na Pista,Atropelamento de Animal,-22.815603,-43.300518
2019-01-24,18:45:00,ITATIAIA,Agressão Externa,Queda de ocupante de veículo,-22.46087,-44.44296
2019-02-01,17:00:00,QUEIMADOS,Ingestão de Álcool,Capotamento,-22.73767,-43.49187
2019-04-15,01:30:00,SAO JOAO DE MERITI,Condutor Dormindo,Colisão com objeto estático,-22.80604,-43.3429
2019-09-04,03:30:00,MAGE,Mal Súbito,Saída de leito carroçável,-22.64823,-43.17687
2019-09-10,17:10:00,RIO DE JANEIRO,Desobediência às normas de trânsito pelo condutor,Colisão com objeto estático,-22.81074,-43.28844
2019-11-17,22:30:00,TERESOPOLIS,Ingestão de Álcool,Colisão com objeto estático,-22.43671,-42.94971
2019-12-06,08:30:00,SAO JOAO DE MERITI,Defeito na Via,Colisão com objeto estático,-22.80604,-43.3429
2018-01-04,20:30:00,SAPUCAIA,Fenômenos da Natureza,Colisão com objeto estático,-22.0972512,-42.80651093
2018-03-08,07:00:00,BARRA MANSA,Pista Escorregadia,Saída de leito carroçável,-22.449371,-44.321712
2018-12-25,01:30:00,TERESOPOLIS,Pista Escorregadia,Tombamento,-22.176069,-42.839436
2019-01-16,20:00:00,BELFORD ROXO,Restrição de Visibilidade,Queda de ocupante de veículo,-22.801882,-43.350437
2019-05-18,14:20:00,TERESOPOLIS,Velocidade Incompatível,Colisão com objeto estático,-22.36178,-42.94153
2019-10-09,08:00:00,TERESOPOLIS,Fenômenos da Natureza,Tombamento,-22.3817,-42.95478
2019-11-18,14:00:00,SAPUCAIA,Pista Escorregadia,Saída de leito carroçável,-22.04635,-42.78445
2019-12-26,20:00:00,TERESOPOLIS,Velocidade Incompatível,Saída de leito carroçável,-22.36918,-42.94877
2020-01-04,18:15:00,BARRA MANSA,Pista Escorregadia,Colisão com objeto estático,-22.55271018,-44.17778004
2020-02-03,19:30:00,PIRAI,Pista Escorregadia,Colisão com objeto estático,-22.66092784,-43.8380456
2020-02-16,21:20:00,RESENDE,Fenômenos da Natureza,Colisão com objeto estático,-22.50480402,-44.596846
2020-05-07,08:30:00,MESQUITA,Pista Escorregadia,Colisão com objeto estático,-22.77635957,-43.39925766
2020-10-09,14:30:00,BARRA MANSA,Pista Escorregadia,Capotamento,-22.54744306,-44.1836602
2020-10-24,19:45:00,MAGE,Desobediência às normas de trânsito pelo condutor,Saída de leito carroçável,-22.65949914,-43.11671944
2020-10-31,22:35:00,RIO DE JANEIRO,Pista Escorregadia,Colisão com objeto estático,-22.802729,-43.290424
2020-12-06,15:15:00,MAGE,Pista Escorregadia,Capotamento,-22.64661085,-43.20120335
2020-12-28,20:10:00,GUAPIMIRIM,Condutor Dormindo,Queda de ocupante de veículo,-22.57173427,-43.00723672
2020-11-30,23:20:00,BARRA MANSA,Objeto estático sobre o leito carroçável,Saída de leito carroçável,-22.48698356,-44.25086975
2018-01-13,23:10:00,GUAPIMIRIM,Pista Escorregadia,Saída de leito carroçável,-22.528261,-42.997375
2018-02-12,21:40:00,ITATIAIA,Fenômenos da Natureza,Colisão com objeto estático,-22.496592,-44.563713
2018-02-15,00:50:00,BARRA MANSA,Pista Escorregadia,Colisão com objeto estático,-22.55948867,-44.16572571
2018-02-18,16:40:00,RESENDE,Pista Escorregadia,Capotamento,-22.46937,-44.44705
2018-02-22,07:20:00,GUAPIMIRIM,Pista Escorregadia,Tombamento,-22.46034,-42.965775
2018-02-28,20:00:00,RESENDE,Pista Escorregadia,Queda de ocupante de veículo,-22.453835,-44.3784724
2018-03-08,15:30:00,PORTO REAL,Fenômenos da Natureza,Capotamento,-22.449371,-44.321712
2018-03-16,16:40:00,RESENDE,Pista Escorregadia,Colisão com objeto estático,-22.459236,-44.434776
2018-04-01,20:20:00,BARRA MANSA,Fenômenos da Natureza,Saída de leito carroçável,-22.47829943,-44.27672625
2018-08-25,07:30:00,RESENDE,Avarias e/ou desgaste excessivo no pneu,Colisão com objeto estático,-22.49685664,-44.64440346
2018-09-14,20:50:00,MAGE,Pista Escorregadia,Saída de leito carroçável,-22.66558103,-43.09775591
2018-10-12,03:30:00,NOVA IGUACU,Animais na Pista,Atropelamento de Animal,-22.74151,-43.453518
2018-10-29,20:40:00,PORTO REAL,Pista Escorregadia,Colisão com objeto estático,-22.449371,-44.321712
2018-11-23,16:00:00,BARRA MANSA,Velocidade Incompatível,Colisão com objeto estático,-22.547443,-44.183659
2018-12-08,03:40:00,NOVA IGUACU,Pista Escorregadia,Queda de ocupante de veículo,-22.789236,-43.372753
2019-03-02,01:20:00,MAGE,Pista Escorregadia,Saída de leito carroçável,-22.62194,-43.04364
2019-03-29,19:30:00,SAPUCAIA,Defeito Mecânico no Veículo,Capotamento,-21.95642,-42.73647
2019-06-05,00:30:00,SAO JOAO DE MERITI,Pista Escorregadia,Tombamento,-22.80604,-43.3429
2019-12-18,17:30:00,BARRA MANSA,Pista Escorregadia,Saída de leito carroçável,-22.55906,-44.17284
2019-12-23,01:10:00,MAGE,Pista Escorregadia,Saída de leito carroçável,-22.6351,-43.05578
2020-01-14,01:50:00,MAGE,Mal Súbito,Danos eventuais,-22.65418284,-43.14382995
2020-02-01,10:30:00,GUAPIMIRIM,Defeito Mecânico no Veículo,Colisão com objeto estático,-22.46152095,-42.98311201
2020-02-09,16:30:00,DUQUE DE CAXIAS,Ultrapassagem Indevida,Saída de leito carroçável,-22.64876087,-43.23031638
2020-03-03,04:40:00,SEROPEDICA,Fenômenos da Natureza,Colisão com objeto estático,-22.721238,-43.681105
2020-03-09,15:15:00,TERESOPOLIS,Condutor Dormindo,Saída de leito carroçável,-22.34517998,-42.93968184
2020-04-19,23:40:00,MAGE,Ingestão de Álcool,Queda de ocupante de veículo,-22.65949914,-43.11671944
2020-06-28,10:45:00,PIRAI,Defeito Mecânico no Veículo,Queda de ocupante de veículo,-22.67916075,-43.83222401
2020-07-30,08:15:00,PIRAI,Mal Súbito,Tombamento,-22.57811624,-43.98644985
2020-09-26,22:45:00,QUEIMADOS,Defeito Mecânico no Veículo,Queda de ocupante de veículo,-22.73573614,-43.54749701
2020-10-03,04:10:00,MAGE,Ingestão de Álcool,Capotamento,-22.66566024,-43.09936523
2020-10-18,04:30:00,RESENDE,Animais na Pista,Atropelamento de Animal,-22.50466912,-44.606568
2020-11-11,08:40:00,RIO DE JANEIRO,Velocidade Incompatível,Saída de leito carroçável,-22.81548519,-43.29087405
2020-12-06,16:00:00,SEROPEDICA,Condutor Dormindo,Colisão com objeto estático,-22.72307702,-43.67005348
2020-12-12,03:50:00,RIO DE JANEIRO,Ingestão de Álcool,Colisão com objeto estático,-22.81560263,-43.30051808
2020-12-12,22:55:00,NOVA IGUACU,Ingestão de Álcool,Colisão com objeto estático,-22.7567755,-43.43107234
2020-12-28,17:30:00,ITATIAIA,Defeito Mecânico no Veículo,Saída de leito carroçável,-22.46301346,-44.48160416
2020-12-31,17:40:00,MESQUITA,Desobediência às normas de trânsito pelo condutor,Colisão com objeto,-22.761312,-43.423492
2018-01-06,07:20:00,RESENDE,Velocidade Incompatível,Colisão com objeto estático,-22.46937,-44.44705
2018-01-29,09:10:00,MAGE,Velocidade Incompatível,Capotamento,-22.615742,-43.037514
2018-02-07,18:45:00,NOVA IGUACU,Animais na Pista,Atropelamento de Animal,-22.761312,-43.423492
2018-05-16,02:40:00,QUEIMADOS,Condutor Dormindo,Colisão com objeto estático,-22.73023419,-43.58791351
2018-06-03,07:00:00,NOVA IGUACU,Ingestão de Álcool,Colisão com objeto estático,-22.73793272,-43.48656356
2018-06-04,17:30:00,QUEIMADOS,Defeito Mecânico no Veículo,Capotamento,-22.73103973,-43.56349845
2018-06-14,09:00:00,ITATIAIA,Pista Escorregadia,Saída de leito carroçável,-22.495203,-44.570347
2018-07-07,23:45:00,TERESOPOLIS,Animais na Pista,Tombamento,-22.3509127,-42.9408227
2018-07-10,14:45:00,GUAPIMIRIM,Mal Súbito,Saída de leito carroçável,-22.562628,-42.99825
2018-07-12,17:10:00,TERESOPOLIS,Animais na Pista,Tombamento,-22.293701,-42.93354
2018-09-28,22:50:00,PIRAI,Pista Escorregadia,Queda de ocupante de veículo,-22.61813086,-43.92872572
2018-12-06,17:40:00,PORTO REAL,Objeto estático sobre o leito carroçável,Queda de ocupante de veículo,-22.450125,-44.330193
2018-12-22,16:15:00,RESENDE,Não guardar distância de segurança,Colisão com objeto estático,-22.459236,-44.434776
2018-12-28,06:30:00,RESENDE,Defeito Mecânico no Veículo,Capotamento,-22.459236,-44.434776
2019-03-12,13:25:00,DUQUE DE CAXIAS,Pista Escorregadia,Tombamento,-22.67215,-43.2803
2019-03-19,19:50:00,QUEIMADOS,Animais na Pista,Atropelamento de Animal,-22.73692,-43.545
2019-03-22,18:32:00,SAO JOAO DE MERITI,Defeito Mecânico no Veículo,Tombamento,-22.7981,-43.35727
2019-03-27,12:30:00,TERESOPOLIS,Velocidade Incompatível,Tombamento,-22.45347,-42.95445
2019-05-08,23:45:00,MAGE,Defeito Mecânico no Veículo,Saída de leito carroçável,-22.65703,-43.13458
2019-05-25,17:35:00,TERESOPOLIS,Velocidade Incompatível,Tombamento,-22.13343,-42.77952
2019-05-29,05:00:00,SAO JOAO DE MERITI,Defeito Mecânico no Veículo,Queda de ocupante de veículo,-22.81621,-43.32446
2019-05-30,16:30:00,TERESOPOLIS,Velocidade Incompatível,Capotamento,-22.13944,-42.7866
2019-09-15,03:10:00,TERESOPOLIS,Velocidade Incompatível,Capotamento,-22.22819,-42.90823
2019-09-24,16:35:00,ITATIAIA,Mal Súbito,Queda de ocupante de veículo,-22.46046,-44.47218
2019-10-20,01:00:00,RESENDE,Falta de Atenção do Pedestre,Capotamento,-22.45223,-44.35433
2020-01-04,15:48:00,NOVA IGUACU,Falta de Atenção à Condução,Tombamento,-22.78055198,-43.39208599
2020-02-10,04:40:00,DUQUE DE CAXIAS,Falta de Atenção à Condução,Capotamento,-22.64697319,-43.19165101
2020-03-07,08:50:00,TERESOPOLIS,Falta de Atenção à Condução,Colisão com objeto estático,-22.31879876,-42.9375874
2020-03-17,12:40:00,TERESOPOLIS,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.37408687,-42.95260496
2020-05-10,18:18:00,PIRAI,Falta de Atenção à Condução,Colisão com objeto estático,-22.59967462,-43.95005595
2020-07-12,17:50:00,TERESOPOLIS,Falta de Atenção à Condução,Capotamento,-22.41187678,-42.94982056
2020-08-14,21:20:00,TERESOPOLIS,Falta de Atenção à Condução,Colisão com objeto estático,-22.18390132,-42.85411376
2020-08-22,16:25:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.78923555,-43.37275272
2020-10-04,22:30:00,DUQUE DE CAXIAS,Falta de Atenção à Condução,Colisão com objeto estático,-22.64876087,-43.23031638
2020-10-18,05:10:00,TERESOPOLIS,Falta de Atenção à Condução,Saída de leito carroçável,-22.1457538,-42.79312134
2020-10-19,20:30:00,DUQUE DE CAXIAS,Falta de Atenção à Condução,Tombamento,-22.64724486,-43.22083001
2020-11-10,18:30:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.75459492,-43.43445897
2020-11-24,19:00:00,SAO JOAO DE MERITI,Falta de Atenção à Condução,Tombamento,-22.8060415,-43.34289573
2020-12-09,16:00:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.78923555,-43.37275272
2018-04-21,02:45:00,DUQUE DE CAXIAS,Falta de Atenção à Condução,Colisão com objeto estático,-22.64728416,-43.22158813
2018-06-03,11:45:00,ITATIAIA,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.460867,-44.442963
2018-05-01,16:40:00,BARRA MANSA,Falta de Atenção à Condução,Colisão com objeto em movimento,-22.54465,-44.17177
2018-08-25,20:30:00,ITATIAIA,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.48428717,-44.54460382
2018-09-29,15:45:00,NOVA IGUACU,Falta de Atenção à Condução,Colisão traseira,-22.74784,-43.444033
2018-10-08,04:20:00,SAPUCAIA,Falta de Atenção à Condução,Saída de leito carroçável,-21.87965968,-42.6808548
2018-10-09,15:30:00,QUEIMADOS,Falta de Atenção à Condução,Saída de leito carroçável,-22.742052,-43.519337
2018-10-19,11:45:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.73990182,-43.4976545
2018-11-16,17:00:00,SAPUCAIA,Falta de Atenção à Condução,Colisão com objeto estático,-21.8995065,-42.6871622
2018-12-30,05:40:00,TERESOPOLIS,Falta de Atenção à Condução,Tombamento,-22.293701,-42.93354
2019-04-10,18:20:00,RESENDE,Falta de Atenção à Condução,Colisão com objeto estático,-22.45083,-44.33824
2019-05-13,17:10:00,NOVA IGUACU,Falta de Atenção à Condução,Colisão com objeto estático,-22.77496,-43.40081
2019-05-16,18:50:00,RESENDE,Falta de Atenção à Condução,Colisão com objeto estático,-22.45646,-44.40259
2019-05-21,18:05:00,DUQUE DE CAXIAS,Falta de Atenção à Condução,Tombamento,-22.64947,-43.18923
2019-06-07,23:00:00,TERESOPOLIS,Falta de Atenção à Condução,Tombamento,-22.37409,-42.9526
2019-08-17,01:20:00,RESENDE,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.46069,-44.45263
2019-08-22,08:20:00,GUAPIMIRIM,Falta de Atenção à Condução,Saída de leito carroçável,-22.53673,-42.99001
2019-10-04,07:30:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.739,-43.49494
2019-11-12,11:40:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.76131,-43.42349
2019-11-13,07:50:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.74361,-43.45003
2019-11-23,15:45:00,PARACAMBI,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.71344,-43.73409
2019-11-24,23:55:00,BARRA MANSA,Falta de Atenção à Condução,Saída de leito carroçável,-22.48687,-44.25028
2020-01-23,14:10:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.750761,-43.4397541
2020-04-06,17:15:00,SAO JOAO DE MERITI,Falta de Atenção à Condução,Tombamento,-22.816206,-43.324463
2020-05-24,20:30:00,SEROPEDICA,Falta de Atenção à Condução,Tombamento,-22.72895007,-43.63189001
2020-05-27,06:31:00,RIO DE JANEIRO,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.816206,-43.324463
2020-09-20,17:45:00,BARRA MANSA,Falta de Atenção à Condução,Tombamento,-22.54744306,-44.1836602
2020-10-20,07:10:00,SEROPEDICA,Falta de Atenção à Condução,Tombamento,-22.72746688,-43.64167998
2020-10-24,18:00:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.7516014,-43.43849831
2020-10-31,06:20:00,PORTO REAL,Falta de Atenção à Condução,Saída de leito carroçável,-22.45013044,-44.3107408
2020-11-11,04:40:00,ITATIAIA,Falta de Atenção à Condução,Colisão com objeto estático,-22.46086624,-44.44296321
2020-11-11,19:05:00,MAGE,Falta de Atenção à Condução,Tombamento,-22.65703272,-43.13458092
2020-11-11,21:40:00,MAGE,Falta de Atenção à Condução,Saída de leito carroçável,-22.62881711,-43.04922889
2020-11-19,05:30:00,TERESOPOLIS,Falta de Atenção à Condução,Saída de leito carroçável,-22.15063486,-42.80150917
2020-12-19,10:40:00,ITATIAIA,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.46086624,-44.44296321
2020-12-21,23:25:00,PIRAI,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.66059122,-43.83853912
2020-12-25,16:45:00,RIO DE JANEIRO,Falta de Atenção à Condução,Saída de leito carroçável,-22.802729,-43.290424
2020-12-26,05:00:00,RESENDE,Falta de Atenção à Condução,Colisão com objeto estático,-22.45783299,-44.418685
2018-01-04,19:05:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.739624,-43.462765
2018-02-28,21:00:00,RESENDE,Falta de Atenção à Condução,Capotamento,-22.453835,-44.3784724
2018-03-10,19:20:00,SAO JOAO DE MERITI,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.801882,-43.350437
2018-04-30,12:15:00,GUAPIMIRIM,Falta de Atenção à Condução,Tombamento,-22.464163,-42.992157
2018-05-16,17:10:00,RESENDE,Falta de Atenção à Condução,Capotamento,-22.45661439,-44.40584897
2018-07-12,08:10:00,DUQUE DE CAXIAS,Falta de Atenção à Condução,Saída de leito carroçável,-22.647245,-43.220829
2018-07-31,11:40:00,BARRA MANSA,Falta de Atenção à Condução,Colisão com objeto estático,-22.48044077,-44.26177025
2018-08-03,19:00:00,NOVA IGUACU,Falta de Atenção à Condução,Colisão lateral,-22.7545358,-43.4343637
2018-08-06,18:00:00,DUQUE DE CAXIAS,Falta de Atenção à Condução,Tombamento,-22.66090804,-43.25283051
2018-08-09,13:40:00,SAO JOAO DE MERITI,Falta de Atenção à Condução,Colisão com objeto estático,-22.79104874,-43.37013692
2018-08-29,11:00:00,MAGE,Falta de Atenção à Condução,Tombamento,-22.657026,-43.134602
2018-09-08,13:40:00,NOVA IGUACU,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.761312,-43.423492
2018-09-14,19:15:00,PIRAI,Falta de Atenção à Condução,Colisão com objeto estático,-22.58928836,-44.00745392
2018-09-14,22:10:00,PIRAI,Falta de Atenção à Condução,Saída de leito carroçável,-22.58263154,-44.03045654
2018-10-10,18:20:00,GUAPIMIRIM,Falta de Atenção à Condução,Saída de leito carroçável,-22.55834,-42.994819
2018-12-25,22:00:00,TERESOPOLIS,Falta de Atenção à Condução,Tombamento,-22.381704,-42.954777
2019-01-05,21:40:00,MAGE,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.621939,-43.04364
2019-05-17,10:35:00,MAGE,Falta de Atenção à Condução,Saída de leito carroçável,-22.64633,-43.07017
2019-05-21,11:45:00,NOVA IGUACU,Falta de Atenção à Condução,Colisão com objeto estático,-22.76516,-43.41547
2019-09-24,09:40:00,SAO JOAO DE MERITI,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.81997,-43.315
2019-10-09,04:30:00,RESENDE,Falta de Atenção à Condução,Colisão com objeto estático,-22.45083,-44.33824
2019-12-30,18:00:00,SAO JOAO DE MERITI,Falta de Atenção à Condução,Colisão com objeto estático,-22.81621,-43.32446
2020-02-05,19:00:00,MACAE,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.30241181,-41.88311841
2020-02-10,22:50:00,NITEROI,Falta de Atenção à Condução,Tombamento,-22.87117393,-43.15595099
2020-03-09,11:20:00,ITABORAI,Falta de Atenção à Condução,Saída de leito carroçável,-22.76365068,-42.90223623
2020-03-13,05:40:00,CAMPOS DOS GOYTACAZES,Falta de Atenção à Condução,Saída de leito carroçável,-21.72655788,-41.32133519
2020-03-16,07:40:00,ITAGUAI,Falta de Atenção à Condução,Colisão traseira,-22.89931896,-43.865293
2020-06-10,03:23:00,SILVA JARDIM,Falta de Atenção à Condução,Tombamento,-22.50788881,-42.30025408
2020-07-06,12:15:00,RIO BONITO,Falta de Atenção à Condução,Capotamento,-22.70861445,-42.65178735
2020-09-08,17:50:00,TANGUA,Falta de Atenção à Condução,Tombamento,-22.73943906,-42.748279
2020-10-04,01:50:00,ITAGUAI,Falta de Atenção à Condução,Colisão com objeto estático,-22.87188798,-43.80896322
2020-10-30,22:50:00,NITEROI,Falta de Atenção à Condução,Colisão com objeto estático,-22.87381074,-43.12640997
2020-09-20,13:27:00,SAO GONCALO,Falta de Atenção à Condução,Danos eventuais,-22.82835879,-43.09208739
2020-12-28,21:10:00,SILVA JARDIM,Falta de Atenção à Condução,Colisão com objeto estático,-22.63298511,-42.44557897
2018-01-11,17:00:00,CAMPOS DOS GOYTACAZES,Falta de Atenção à Condução,Queda de ocupante de veículo,-21.875801,-41.573826
2018-01-13,20:20:00,SAO GONCALO,Falta de Atenção à Condução,Capotamento,-22.794992,-43.034481
2018-02-03,11:05:00,ANGRA DOS REIS,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.974678,-44.297001
2018-02-10,18:00:00,SAO GONCALO,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.810507,-43.069859
2018-02-22,08:00:00,SILVA JARDIM,Falta de Atenção à Condução,Capotamento,-22.51764202,-42.33487626
2018-05-11,14:20:00,CAMPOS DOS GOYTACAZES,Falta de Atenção à Condução,Capotamento,-22.049772,-41.684048
2018-05-15,09:30:00,ITAGUAI,Falta de Atenção à Condução,Queda de ocupante de veículo,-22.8659,-43.751039
2018-06-04,22:15:00,SAO GONCALO,Falta de Atenção à Condução,Capotamento,-22.83077577,-43.09301376
2018-08-02,17:20:00,SAO GONCALO,Falta de Atenção à Condução,Saída de leito carroçável,-22.878923,-43.110676
